GeneID	Em10	Em12	Em14	Em16	Em18	Em20	Em22	Em24	Em26	Em28	Em30	Em32	Em34	Em36	Em38	En6	En8	En10	En12	En14	En16	En18	En20	En22	En24	En26	En28	En30	En32	En34	En36	En38	S0	S2	S3	S4	S6	S8	S10	S12	S14	S16	S18	S20	S22	S24	S26	S28	S30	S32	S34	S36	S38	Shoots	Roots	Leaf_1	Leaf_2	Leaf_3	Leaf_4	Leaf_5	Leaf_6	Leaf_7	SAM_1	SAM_2	SAM_3	Ear_1	Ear_2	Tassel_1	Tassel_2	Tassel_3	Tassel_4	Tassel_5	Cob_1	Cob_2	Silk	Anthers	Ovule	Pollen
GRMZM2G157517	0.21	2.63	0.19	0	2.51	0.97	0.13	0	0.23	0	0.13	0.17	0.26	0.15	0.49	0.18	0	0	0	0.02	0.38	0	0	0	0.06	0	0.2	0.06	0	0	0	0.12	1.01	0.15	0.12	1.29	0	0.21	0	0	0	0	0.11	0	0.66	0.03	0.52	0.08	0.09	0.07	0.32	0.62	0	0.03	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G161827	0.48	0.43	1.23	1.12	2.76	0.94	2.54	1.32	0.84	2.38	0.46	1.52	1.22	0.92	1.5	0	0	0.06	0	0	0.14	0	0	0	0	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.12	0.2	0	0.24	0.16	0.47	0.68	1.19	0.85	0.43	1.22	0.09	0.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G048403	11.48	7.01	22.46	18.19	21.7	22.31	17.19	23.01	17.5	15.17	17.77	13.2	10.59	14.76	12.81	6.76	11.28	5.21	2.53	3.34	3.89	4.16	3.92	3.41	2.82	2.44	1.78	1.77	2.8	3.84	5	4.11	19.09	13.74	14.87	18.72	13.92	14.55	7.9	6.44	4.84	8.19	5.76	7.18	7.76	5.41	6.07	6.1	6.66	8.31	9.59	10.14	8.51	0.08	0.1	0.07	0.02	0.03	0	0.12	0.06	0.11	0	0.03	0.14	0.01	0.04	0.02	0.02	0.01	0.27	0.24	0.08	0.1	2.95	0.05	0.5	0
AC185501.3_FG006	2.52	9.13	16.47	10.42	20.07	14.22	8.84	11.36	11.12	8.02	10.68	7.5	3.28	2.12	3.2	0.1	0	0.19	0.15	0	0	0.1	0	0	0.32	0.24	0	0.22	0	0	0	0.46	5.39	11.88	15.36	10.66	10.92	2.7	2.25	1.01	1.34	1.52	3.08	2.64	0.89	2.34	2.53	1.68	2.68	1.03	3.99	2.14	1.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72	0.51	0.13	0	0	0	0	0
AC203957.3_FG001	0.31	3.63	1.38	1.12	3.36	5.59	3.19	3.71	0.42	0	0.25	0.31	2.52	0.84	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0.34	0.99	0	0.37	0	0	1.36	0	0	0.38	0.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0
GRMZM2G023631	0.69	1.29	2.75	1.86	3.11	3.42	3.17	2.03	1.56	3.32	1.28	3.03	1.89	1.86	1.41	0	0	0	0	0	0	0.1	0	0	0	0	0.08	0.11	0.71	1.76	0.82	1.49	0.26	0.57	0.1	0.19	0.06	0.23	0	0	0.12	0.31	0.51	0.5	0.27	0.55	0.6	0.5	0.5	1.22	1.38	0.94	0.61	0.05	0.22	0	0.17	0	0	0	0.03	0.07	0	0	0.08	0	0	0	0	0	0	0	0	0.05	0	0	0	0
GRMZM2G045660	11.88	17.21	17.76	14.54	21.97	21.44	17.13	22.39	16.51	15.86	17.77	15.65	9.07	11.17	10.38	5.6	8.52	4.33	2.84	3.04	2.46	2.4	1.66	2.18	2.88	1.35	1.64	1.5	2.33	2.53	2.83	1.7	22	16.02	16.18	15.83	8.19	10.02	5.46	3.72	3.26	5.12	5.55	6	3.23	3.97	4.03	4.15	5.99	9	5.64	5.54	5.69	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0.04	0	0	0	0	0	0.05	0	0	0	0
GRMZM2G054653	4.19	4.76	4.82	8.71	10.14	13.56	9.62	9.24	7.65	4.92	3.21	2.47	6.41	4.54	6.59	0	0	0	0.04	0	0	0.08	0	0.15	0.01	0	0.19	0	0	0	0	0	0	0	0	0	0	0.06	0.09	0.14	0.39	0.6	0.69	1.48	1.81	0.97	0.95	0.87	3.16	2.31	1.86	1.83	2.82	0.05	2.04	0.05	0	0	0	0	0	0	0	0.05	0	0	0.08	0	0.08	0.04	0	0	0.1	0.11	0	0	0.06	0
GRMZM2G065157	12.28	36.58	45.28	41.65	34.79	60.5	31.65	28.62	55.4	74.93	51.72	33.48	18.66	9.32	5.46	0.14	0	0.09	0.41	0	0.34	0.51	0.6	1.16	0.9	0	2.12	0.62	0	1.11	0.09	0.26	0	0	0	0.05	0	0.11	0.44	2.08	2.34	2.99	6.06	5.45	7.57	6.81	10.83	6.82	3.4	1.37	7.74	5.67	1.63	0.32	0.99	0	0	0	0	0	0	0	0.48	0.24	0	0	0	0	0.2	0	0.66	0.18	0	1.44	0	0	0	0
GRMZM2G079067	0.07	1.04	0.74	4.36	3.99	4.17	1.85	0.4	0.18	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0.21	0.22	0.32	0	0	0	0.61	0	0	0	0	0	0	0	0.07	0.06	0.54	0.96	0.21	0	0.06	0	0	0	0	0	0	0.42	0	0	0	0.08	0.1	0	0	0	0.08	0	0.08	0	0	0	0	0.08	0.18	0	0	0	0	0	0
GRMZM2G086590	16.26	28.94	56.08	57.46	75.76	56.46	38.03	46.02	28.85	33.84	42.19	31.42	24.72	13.77	15.17	0	0	0.09	0.03	0.03	0.48	0.09	0.2	0.5	0.72	0.54	1.1	0.1	0.21	0.63	0.78	0.98	0.07	0.34	0.51	0.69	0.23	0.03	0.26	0.41	0.87	2.86	5.06	6.2	3.84	5.81	6.33	7.86	8.42	9.22	12.84	9.7	5.71	0.01	3.29	0.03	0.03	0	0	0	0.11	0.13	0.06	0.04	0.42	0.09	0.02	0.13	0.11	0.07	0.25	0.78	0.05	0.12	0.02	1.08	0.12	0.42
GRMZM2G091456	65.58	95.25	105.99	146.6	175.62	179.97	112.97	91.51	75.09	96.59	134.97	100.42	63.61	58.61	43.78	34.27	22.35	2.29	1.68	1.49	3.31	3.53	3.9	4.68	4.19	5.89	6.59	5.1	5.03	9.02	5.26	4.61	20.2	38.51	60.67	40.38	38.93	31.2	10.41	10.84	10.24	17.02	26.1	29.98	24.84	23.67	35.97	59.37	60.97	30.75	32.15	26.8	10.98	17.44	11	27.44	12.31	31.61	22.69	31.87	30.53	30.55	15.92	14.75	5.53	20.59	12.07	20.51	23.74	16.34	31.21	28.09	22.78	39.6	15.56	34.95	35.99	17.15
GRMZM2G092621	0.03	0.76	1.47	1.46	2.19	2.33	1.53	0.96	0.44	0.62	0.18	0.42	0.38	0.67	0.34	1.63	1	0	0	0.04	0	0.03	0	0	0	0	0.04	0	0	0.27	0	0	3.84	0.76	0.23	0.16	0.58	1.84	0.82	0.28	0.05	0.09	0.4	0.25	0.76	0.23	0.36	0.71	0.53	0.11	0.62	0.39	0.39	0.15	3.25	0	0.05	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0
GRMZM2G109399	17.24	25.2	29.15	26.95	37.37	36.12	34.89	50	34.31	22.52	28.96	21.04	19.37	10.97	20.52	7.14	9.89	7	3.95	5	5.33	7.53	5.51	4.91	5.55	3.26	3.45	4.19	3.65	5.57	5.33	5.41	50.99	24.57	27.43	31.26	19.49	16.94	9.11	9.24	5.94	9.67	9.47	9.89	16.16	10.31	10.31	9.09	5.94	15.87	12.45	15.03	13.58	5.28	4.55	0.53	0.56	0.22	0.24	0.62	1.94	2.15	1.83	1.81	2.76	1.65	1.02	1.5	2.15	2.12	1.01	0.7	2.31	1.35	2.12	0.44	1.93	0.13
GRMZM2G110739	0.77	0.36	2	21.46	40.5	41.79	19.42	12.88	4.3	14.8	15.06	8.51	5.61	6.27	2.55	0.29	1.01	0.04	0.01	0.08	0.14	0.03	0	0.15	0.54	0.22	0.6	0.1	0	0.4	0.12	0.41	0	0.06	0	0.07	0	0.45	0	0	0.01	1.5	6.34	6.35	3.53	2.18	3.92	5.61	3	2.25	2.22	1.67	0.96	0.02	0.02	0.43	0	0.06	0.04	0.09	0.06	0.03	0.03	0.19	1.06	0.04	0.06	0.03	0.03	0.03	0.27	0.25	0.45	0.5	0	0.11	0.13	0
GRMZM2G111147	2.04	3.59	3.31	2.11	4.49	6.44	4.06	3.99	2.71	1.65	3.8	2.92	1.24	1.25	0.83	1.26	0.76	0.62	0.37	0.48	0.18	0.41	0.35	0.27	0.22	0.45	0.19	0.42	0.25	0.8	0.08	0.52	4.35	4.33	4.92	3.28	1.82	1.52	0.74	0.82	0.7	1.23	0.91	0.91	0.68	0.53	1.57	1.12	0.54	1.07	2.39	1.73	1.11	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G142685	0.12	0.27	0.67	2.12	2.46	2.67	1.78	1.78	1.19	1.47	0.91	0.99	0.87	1.31	0.88	0	0	0	0	0	0	0	0	0	0.02	0	0.04	0.02	0	0	0	0.11	0	0	0	0	0	0	0	0	0.01	0.14	0.21	0.25	0	0.33	0.3	0.43	0.8	0.94	1.02	1	0.88	0.09	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0
GRMZM2G175343	0	0	0	0.05	0.43	0.35	2.83	0	0	0.72	0	0	0.13	0	0.2	0.11	0.08	0	0	0	0	0.02	0	0	0	0	0	0	0	0.16	0	0	0	0.34	0	0.22	0	0.04	0.03	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.03	0.02	0.18	0	0	0.02	0	0	0	0	0	0	0.36	0	0	0	0	0	0.2	0	0	0	0	0	0	0
GRMZM2G344977	113.49	131.21	171.19	140.18	233.73	256.42	151.57	227.11	135.83	106.74	154.58	133.23	76.81	112.27	93.42	48.08	57.79	45.49	21.61	25.01	26.32	26.97	22.66	21.87	21.48	16.91	14.22	15.65	17.03	23.69	21.26	31.03	164.51	133.1	136.69	135.37	82.05	63.53	43.66	30.51	29.46	52.61	45.23	50.64	55.97	37.32	47.7	49.24	45.25	83.6	62.85	82.96	64.73	0	0.01	0	0.04	0	0	0	0	0	0	0	1.07	0	0	0	0	0	0.18	0	0	0.17	0	0	0	0
GRMZM5G804358	18.47	31.93	14.65	10.64	24.23	87.86	31.46	7.73	12.14	27.99	9.24	9.44	19.27	7.28	11.31	4.16	8.85	6.26	5.95	3.81	3.25	2.74	2.19	3.57	1.97	2.73	2.4	3.66	3.09	6.13	11.3	10.54	49.13	29.79	50.78	375.84	27.76	10.36	34.78	3.83	6.37	6.13	3.75	4.34	11.45	6.22	8.2	6.58	8.05	10.02	23.32	9.35	8.96	4.02	4.81	11.73	1.23	1.05	1.53	0.2	4.54	4.66	2.76	4.86	32.8	4.93	5.08	5.38	5.53	11.06	0.88	0.51	0.73	2.17	5.61	0.62	4.9	0.22
GRMZM5G804671	0.46	0	0.26	0	0.63	1.71	0.31	0	0.47	0.82	0	0	0.07	0	0	0.24	0.36	0.07	0	0	0	0.08	0	0	0	0	0.42	0	0	0	0	0	0.21	0.42	0.81	3.46	0	0.19	0.25	0.2	0.4	0	0	0	0	0.18	0.95	0	0.25	0.38	0.44	0.42	0.25	0	0	0	0	0	0.15	0	0	0.12	0	0.14	0.26	0	0.12	0.12	0	0.12	0	0	0	0	0	0	0	0
GRMZM5G821687	1.1	0.9	1.02	0.17	2	4.53	0.53	0.55	0.75	0.19	0.59	1.21	0.17	0.42	1.25	0.68	0.57	0.94	0.08	0.25	0	0	0	0	0	0	0	0	0.3	0.22	0	0	0	0.17	1.54	7.7	0.25	0.6	3.04	0.48	0.34	0.23	0.08	0.54	0	0.22	0.21	0	0	0.45	3.07	0	0.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0
GRMZM5G824201	0.32	1.25	1.01	0.43	2.02	4.49	1.18	1.59	0.94	0.32	1.55	1.21	0.07	0.48	0.05	0.28	0.99	0.17	0.19	0.02	0.1	0.22	0.05	0	0.18	0.26	0	0.25	0.13	0.5	0	0.1	0.78	0.63	0.78	0.82	0.29	0.17	0.35	0.37	0.23	0.42	0.25	0.61	0.14	0.15	0.68	0.41	0.29	0.82	0.14	0.33	0.44	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM5G853409	0.38	2.01	0.55	0.54	0.81	2.95	0.85	0.32	0.73	0.78	0.6	0.39	0.47	0.54	0.95	0.11	0.2	0.19	0.2	0.12	0.05	0.2	0	0.1	0.1	0	0.31	0.07	0.35	0.33	1.16	1.22	0.49	0.74	1.55	5.35	0.29	0.23	0.38	0.02	0.14	0.16	0.18	0.29	0.2	0.14	0.31	0.18	0.14	0.58	1.1	0.55	0.19	0	0.03	0	0	0	0	0	0.04	0	0.02	0.03	1.08	0	0.06	0.02	0.02	0.09	0.03	0	0	0	0	0	0.02	0
GRMZM5G854065	0.27	1.32	0.68	0.8	1.1	2.77	1.52	0.81	1.47	0.89	0.97	1.58	0.38	1.29	0.52	0.21	0.11	0.34	0.21	0.07	0.09	0.35	0	0.07	0.1	0.16	0.08	0.21	0.11	0.16	0	0	0.93	0.31	1.32	10.03	0.55	0.06	1.19	0.06	0.03	0.22	0.17	0.15	0	0.22	0.37	0.06	0.3	0.44	3.11	0.25	0	0	0	0	0	0	0	0	0.07	0.07	0.14	0	0	0	0.07	0.07	0	0.34	0	0	0	0	0	0	0	0
GRMZM5G867512	0.15	0.95	0.45	0.15	0.62	1.89	0.56	0.24	0.2	0.23	0.23	0.3	0.41	0.37	0.36	0.05	0.13	0.23	0.17	0.13	0.08	0.14	0.07	0.09	0.05	0	0.02	0.01	0.05	0.1	0.15	0.39	0.91	0.3	0.66	4.47	0.2	0.11	0.45	0.11	0.19	0.1	0.15	0.14	0.28	0.07	0.16	0.05	0.13	0.17	0.62	0.24	0	0.08	0.12	0.18	0.08	0.03	0.02	0	0	0.07	0.02	0.02	0.97	0.02	0	0.02	0.07	0.07	0	0	0	0	0.04	0.01	0	0
GRMZM5G888999	0	1.45	1.16	2.1	2.25	3.36	0.8	0.33	0.24	0.66	0.59	0.13	0.25	0.04	0	0	0	0	0.08	0	0	0	0	0	0.06	0	0.16	0.07	0	0.46	0.11	0.17	0	0.04	0.12	0	0	0	0	0.08	0.12	0.39	0.17	0.29	0	0.07	0.2	0.58	0.43	0.18	1.51	0.32	0.05	0	0	0	0	0	0	0.12	0	0	0	0	0	0.1	0	0	0	0	0.11	0.17	0.06	0.06	0	0	0	0
GRMZM5G889299	0.15	0.7	0.23	0.01	0.28	2.5	0.79	0.47	0.37	0.36	0.2	0.27	0.35	0.27	0.14	0.09	0.23	0.13	0.11	0.08	0.01	0.04	0	0.06	0.04	0	0.07	0.05	0.02	0.02	0	0	1.17	0.34	0.71	5.16	0.2	0.09	0.39	0.13	0.07	0.18	0.07	0.04	0.45	0.1	0.16	0.2	0.07	0.13	1.43	0.09	0.1	0	0	0	0	0	0	0	0	0.02	0	0	0	0.04	0	0.02	0.02	0.01	0	0	0	0	0	0	0	0
GRMZM5G897755	1.41	6.98	1.65	1.23	3.68	12.65	4.1	1.2	2.68	5.14	0.99	1.69	2.04	1.96	1.49	0.19	2.01	0.63	0.95	0.31	0.63	0.62	0.33	0.59	0.37	0.6	0	0.19	0	0.22	0.16	0	4.44	3.2	1.89	29.97	1.99	1.71	1.09	0.42	1.33	1.35	0.93	0.97	1.94	1.34	0.48	0.53	0.41	1.51	6.95	0.91	0.61	0	0	0	0.1	0.06	0	0	0.3	0.06	0.06	0.45	0.28	0.15	0.25	0.06	0.13	0.31	0	0	0	0	0.08	0.11	0.05	0
GRMZM5G899167	0	0	0	1.18	0	1.42	0	0.97	0	0	0.17	0.88	0	0	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53	0.51	0	0	2.39	0.2	0	0.35	0.19	0	0.48	0	0	0	0	0.52	0	0	0.22	0.21	0.95	0.18	0	0	0.48	0	0	0	0	0.2	0	0	0	0.22	0	0	0	0	0	0	0	0	0.27	0	0	0	0	0	0	0
AC199961.4_FG004	0.13	0.1	0.64	0.34	0.59	0.8	1.04	0.73	0.18	0.62	0.54	0.61	0.83	0.24	0.28	0	0	0.03	0.02	0	0.11	0.05	0.09	0.03	0.16	0.41	0	0.18	0.34	0.36	0.27	0.03	2.33	1.36	2.04	8.36	1.4	0.41	0.7	0.2	0.04	0.05	0.06	0.23	0.18	0.19	0.15	0.44	0.57	0.51	0.65	0.82	0.76	0	0.01	0	0	0.02	0.02	0	0	0.03	0.21	0.2	0.08	0.04	0.03	0.05	0.09	0.2	0.02	0	0.04	0.05	0.07	0	0.01	0
GRMZM2G002656	1.74	3.31	6.84	5.89	9.96	10.87	8.3	12.75	8.1	6.88	13.5	10.41	6.38	6.99	6.87	0.07	0.06	0.15	0.01	0	0.15	0.11	0.01	0.06	0.18	0.09	0.18	0.17	0.05	0.22	0.15	0	0.46	0.24	0.07	0.15	0.21	0.16	0.1	0.13	0.17	0.43	0.59	0.98	1.34	1.17	1.85	2.94	4.01	5	6.7	6.27	5.68	0.23	3.53	0.1	0.15	0.07	0.11	0.24	0.12	0.11	0.07	0.12	0.09	0.03	0.01	0.03	0.05	0.02	0.34	0.28	0.03	0.04	0.16	0.05	0.04	0
GRMZM2G009368	17.76	41.75	36.37	52.31	102.53	104.33	153.48	216.61	191.1	110.17	172.24	152.36	107.99	146.5	114.19	5.82	3.5	2.5	1.98	1.46	4.76	5.97	1.93	6.47	7.04	10.54	18.65	19.13	50.42	74.48	81.68	125	8.24	4.52	5.22	4.45	4.21	2.36	6.09	4.24	6.42	9.83	13.39	23.22	29.67	29.74	41.46	89.82	134.53	148.93	152.68	170.01	149.66	0.49	0.32	0.11	1.46	0.59	0.53	0.98	1.91	1.63	1.41	2.03	0.26	0.9	0.85	1.47	1.32	1.3	3.45	3.42	1.27	1.48	2.17	1.49	1.56	0.47
GRMZM2G017321	0.58	0.68	1.68	6.57	10.21	19.01	8.97	9.27	10.94	15.95	13.12	8.33	15.77	6.31	10.32	0	0	0	0	0	0	0.12	0	0	0.09	0	0	0.09	0.05	0	0	0	0	0.84	0.24	0.33	0	0	0.13	0	0.13	0.92	1.17	2.56	1.75	1.12	1.12	1.89	5.8	5.29	3.86	1.7	4.15	0.16	0	0.32	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0.08	0.08	0	0	0.47	0
GRMZM2G023986	0.12	0.06	0.12	1.05	2.85	2.78	3.94	3.27	2.28	2.25	0.98	0.96	1.32	0.78	1.47	0	0	0.19	0.05	0.02	0.1	0.06	0.08	0.09	0.43	0.11	0.24	0.69	0.61	1.08	0.61	0.8	0	0	0	0.08	0	0	0	0.13	0.1	0.21	0.37	1.05	0.55	0.61	0.61	0.46	1.09	0.73	1.42	0.72	0.73	0.02	1.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G067350	2.91	4.22	4.45	6.08	14.95	18.4	29.63	20.15	24.09	24.92	16.82	16.91	13.14	10.18	11.01	3.22	4.36	2.33	0.92	0.71	2.06	2.25	1.63	2.05	2.15	0.86	0.86	1.71	1.26	1.56	2.25	1.32	9.75	10.42	11.24	12.31	12.52	8.42	3.79	2.69	2.67	5.41	4.91	4.58	6.46	5.54	7.04	6.7	2.98	5.1	3.01	6.23	3.27	2.11	1.4	0.31	0.53	2.55	5.19	2.48	0.57	0.79	1.69	1.25	1.99	1.29	0.46	2.01	1.44	1.16	3.7	2.04	2.02	1.68	0.25	0.5	1.98	0.37
GRMZM2G074193	9.26	21.39	30.51	28.63	36.8	45	33.49	59.18	32.86	41.79	37.63	28.93	29.21	29.94	31.06	2.48	3.09	3.18	1.56	0.95	2.88	5.67	2.43	2.6	1.81	1.9	3.29	4.14	4.56	7.02	12.36	11.56	48.53	34.55	40.99	45.69	28.69	20.82	8.58	7.96	4.97	9.44	8.22	9.69	10.19	8.06	10.49	11.49	13.41	17.97	19.58	20.26	19.87	5.72	1.7	2.36	5.48	5.45	5.87	4.27	6.04	6.2	9.17	9.27	3.61	3.71	2.8	5.8	5.44	4.35	5.21	5.15	10.12	9.61	6.38	7.47	10.22	7.5
GRMZM2G107893	0.42	2.58	1.61	3.51	3.92	3.07	3.61	3.82	3.64	0.52	3.54	3.75	2.07	3.01	2.51	0.94	1.32	1.16	1.06	0.83	0.49	0.79	0.42	0.33	0.33	0.62	0.78	0.36	0.55	0.6	0.06	0.24	5.18	4.77	2.55	3.21	3.13	1.46	1.08	1.1	0.82	1.2	1.59	0.91	1.95	0.68	1.29	0.94	0.75	1.21	2.07	1.72	1.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0.03	0	0	0	0	0
GRMZM2G138429	3.46	4.46	4.96	5.91	7.73	9.36	6.63	8.89	6.58	9.63	6.55	8.01	6.94	6.28	5.73	8.54	7.26	2.86	1.86	1.48	1.74	2.61	2.16	2.4	1.76	3.25	1.93	1.7	2.56	2.16	2.35	2.34	14.24	20.13	20.06	18.36	14.62	9.92	6.95	5.74	3.94	6.36	3.92	4.74	6.92	3.37	4.79	4.52	3.73	4.06	3.77	5.04	4.5	2.56	2.61	2.42	2.36	2.18	2.59	4.14	3.25	2.88	2.91	2.12	2.75	3.15	1.93	4.64	4	2.79	7.87	6.26	5.66	5.2	7.03	2.95	7.35	5.82
GRMZM2G180478	0	0.37	0.56	1.03	0.17	1.6	1.03	2.17	2.57	1.31	1.03	0.26	0.43	0.23	0.3	0.46	0.39	0.2	0.15	0.24	0.2	0.61	0.34	0.15	0.61	0.3	1.15	0.39	0.36	1.23	0.95	0.69	1.1	1.98	2.94	2.25	1.55	1.49	0.28	0.24	0.66	0.41	0.48	0.82	0.83	0.62	0.7	0.94	0.24	0.31	1.13	0.58	0.24	0	0	0	0	0	0	0	0.25	0.19	0.03	0.04	0.14	0	0	0.03	0.06	0	0	0	0	0	0	0.03	0	0
GRMZM2G312672	1.95	2.38	3.82	3.01	4.18	4.84	4.89	8.06	3.97	6.27	5.77	5.3	2.63	2.05	1.83	5.38	4.19	2.69	0.89	0.6	0.52	1.41	0.74	0.71	0.72	0.17	0.36	0.83	1.22	1.09	0.85	1.07	3.21	1.93	1.16	2.27	0.99	2.49	1.52	0.99	0.84	1.65	1.47	1.79	2.47	1.44	1.97	2.07	1.65	2.52	1.33	2.37	1.32	0	0	0	0	0	0	0	0	0.02	0.05	0.11	0.05	0.08	0.02	0.05	0.16	0.21	0	0	0.21	0.12	0	0.04	0.23	0
GRMZM2G319955	6.83	11.2	29.91	15.09	11.78	17.39	27.22	190.91	70.55	43.87	65.73	19.33	33.09	72.63	53.3	1.74	4.1	4.95	5.63	13.48	6.48	10.42	5.78	5.67	8.32	11.39	16.4	11.1	5.64	13.17	21.8	12.54	8.44	3.48	3.32	2.26	1.3	2.44	2.27	5.83	4.5	5.35	4.96	7.15	15.11	21	20.46	20.61	22.31	24.41	30.64	50.54	45.85	0.6	0.07	1.72	1.54	0.8	3.28	3.32	2.8	3.52	3.55	2.69	0.59	3.42	3.03	5.49	5.36	4.19	2.56	1.84	5.31	3.04	2.67	0.33	1.9	0.09
GRMZM2G403664	0.19	1.65	0.73	1.27	0.25	0.85	0.75	2.38	2.29	0.62	1.35	0.81	0.85	0.98	0.73	0.1	0	0.15	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0.09	0	0.13	0.21	0.55	0	0	0	0.06	0.05	0.17	0.09	0.68	0.19	1.18	0.63	0.46	0.38	0.48	0.69	1.86	0	0.07	0.06	0	0.04	0.06	0	0	0.05	0.24	0	0	0	0.05	0	0	0	0.12	0.06	0.06	0.06	0	0	0	0
